Gender,Married,Dependents,Education,Self_Employed,LoanAmount,Credit_History,TotalIncome,EMI,Balance_Income,Rural,Semiurban,Urban
1,0,1,0,0,40.0,1.0,21000,0.1111111111111111,20888.88888888889,0,1,0
1,1,0,0,0,90.0,1.0,5333,0.25,5083.0,1,0,0
1,0,0,0,0,95.0,0.0,5291,15.833333333333334,-10542.333333333334,0,1,0
1,1,1,1,0,122.0,1.0,3218,0.3388888888888889,2879.1111111111113,0,1,0
1,1,2,0,0,150.0,1.0,5741,0.4166666666666667,5324.333333333333,0,0,1
1,1,3,0,1,150.0,1.0,8369,0.4166666666666667,7952.333333333333,1,0,0
1,1,1,0,0,104.0,1.0,5158,0.28888888888888886,4869.111111111111,0,1,0
1,1,0,0,0,143.0,1.0,5509,0.3972222222222222,5111.777777777777,1,0,0
1,1,3,0,0,300.0,1.0,9699,0.8333333333333334,8865.666666666666,0,0,1
0,1,1,1,0,171.0,1.0,6338,0.475,5863.0,0,0,1
0,1,0,0,0,113.0,1.0,4709,0.3138888888888889,4395.111111111111,0,1,0
1,1,0,0,0,35.0,1.0,3467,0.09722222222222222,3369.777777777778,0,1,0
1,0,2,0,0,46.0,1.0,2400,0.12777777777777777,2272.222222222222,0,0,1
0,0,0,1,0,145.0,1.0,5015,0.4027777777777778,4612.222222222223,0,0,1
1,1,0,0,0,119.0,1.0,3850,0.33055555555555555,3519.4444444444443,0,0,1
1,1,1,0,1,87.0,1.0,5715,0.3625,5352.5,1,0,0
0,0,0,0,0,162.0,0.0,6666,0.45,6216.0,1,0,0
1,1,0,0,1,122.0,1.0,7454,0.6777777777777778,6776.222222222223,0,1,0
1,0,0,0,1,187.0,1.0,8247,0.5194444444444445,7727.555555555556,1,0,0
1,1,3,1,0,81.0,1.0,3522,0.45,3072.0,1,0,0
1,1,1,0,0,80.0,1.0,4700,0.2222222222222222,4477.777777777777,0,0,1
1,0,0,0,0,176.0,1.0,6858,0.4888888888888889,6369.111111111111,1,0,0
1,1,3,0,0,260.0,1.0,8334,0.7222222222222222,7611.777777777777,0,0,1
1,1,0,0,0,133.0,0.0,5357,0.36944444444444446,4987.555555555556,1,0,0
1,0,0,1,0,70.0,1.0,2868,0.19444444444444445,2673.5555555555557,0,0,1
1,1,2,1,0,135.0,1.0,4798,0.375,4423.0,0,0,1
1,1,0,0,1,137.0,1.0,2796,0.45666666666666667,2339.3333333333335,1,0,0
1,1,2,0,0,254.0,1.0,8667,0.7055555555555556,7961.444444444444,1,0,0
1,0,0,0,0,106.0,1.0,17283,0.29444444444444445,16988.555555555555,1,0,0
1,1,0,0,0,109.0,1.0,6727,0.30277777777777776,6424.222222222223,0,0,1
1,1,0,0,0,120.0,1.0,8888,0.3333333333333333,8554.666666666666,1,0,0
1,1,3,1,0,158.0,0.0,5503,0.8777777777777778,4625.222222222223,0,1,0
1,1,3,0,0,197.0,1.0,8816,0.5472222222222223,8268.777777777777,0,0,1
1,1,1,0,0,85.0,1.0,5727,0.2361111111111111,5490.888888888889,0,0,1
1,0,0,0,0,60.0,1.0,2500,0.16666666666666666,2333.3333333333335,0,0,1
1,1,2,1,0,76.0,1.0,3132,0.2111111111111111,2920.8888888888887,1,0,0
1,0,0,0,0,152.0,1.0,6667,0.4222222222222222,6244.777777777777,0,1,0
0,1,0,0,0,96.0,1.0,12805,0.26666666666666666,12538.333333333334,0,0,1
1,1,1,0,0,99.0,1.0,4436,0.275,4161.0,0,1,0
1,1,3,1,1,113.0,1.0,5786,0.3138888888888889,5472.111111111111,0,0,1
1,1,0,0,0,115.0,1.0,4867,0.3194444444444444,4547.555555555556,0,0,1
1,0,0,0,0,126.0,1.0,5243,0.35,4893.0,0,1,0
1,1,0,0,0,158.0,1.0,7393,0.4388888888888889,6954.111111111111,1,0,0
1,0,0,0,1,98.0,1.0,9200,0.5444444444444444,8655.555555555555,1,0,0
