Store,Dept,Date,WeeklySales
1,3,2013-05-03,8674.702702702703
1,4,2013-05-10,39459.72972972973
1,5,2013-05-17,19440.432432432433
1,6,2013-05-24,4703.0
1,7,2013-05-31,27948.35135135135
1,8,2013-06-07,36424.2972972973
1,9,2013-06-14,30244.0
1,10,2013-06-21,34790.02702702703
1,11,2013-06-28,28273.62162162162
1,12,2013-07-05,11986.162162162162
1,13,2013-07-12,39313.51351351351
1,14,2013-07-19,15429.108108108108
1,16,2013-07-26,42585.05405405405
1,17,2012-11-02,8161.189189189189
1,18,2012-11-09,1.7027027027027026
1,19,2012-11-16,1203.0
1,20,2012-11-23,4778.675675675676
1,21,2012-11-30,7745.918918918919
1,22,2012-12-07,5968.513513513513
1,23,2012-12-14,22590.702702702703
1,24,2012-12-21,4810.054054054054
1,25,2012-12-28,10781.243243243243
1,26,2013-01-04,5285.081081081081
1,27,2013-01-11,1130.4594594594594
1,28,2013-01-18,362.7837837837838
1,29,2013-01-25,3828.5945945945946
1,30,2013-02-01,3495.675675675676
1,31,2013-02-08,1429.1891891891892
1,32,2013-02-15,8514.108108108108
1,33,2013-02-22,5550.513513513513
1,34,2013-03-01,15499.756756756757
1,35,2013-03-08,2754.4054054054054
1,36,2013-03-15,3256.4054054054054
1,37,2013-03-22,2809.675675675676
1,38,2013-03-29,79226.78378378379
1,40,2013-04-05,57971.32432432433
1,41,2013-04-12,466.8378378378378
1,42,2013-04-19,8407.324324324325
1,44,2013-04-26,5032.243243243243
1,46,2013-05-03,21189.91891891892
1,48,2013-05-10,1961.4054054054054
1,49,2013-05-17,9877.351351351352
1,52,2013-05-24,2605.7567567567567
1,54,2013-05-31,67.4054054054054
1,55,2013-06-07,9112.621621621622
1,56,2013-06-14,6305.2972972972975
1,58,2013-06-21,2905.7567567567567
1,59,2013-06-28,224.75675675675674
1,60,2013-07-05,947.8648648648649
1,67,2013-07-12,9985.378378378378
1,71,2013-07-19,2511.189189189189
1,72,2013-07-26,39991.40540540541
1,74,2012-11-02,12504.702702702703
1,79,2012-11-09,35381.72972972973
1,80,2012-11-16,19781.91891891892
1,81,2012-11-23,33947.24324324324
1,82,2012-11-30,21625.783783783783
1,83,2012-12-07,5418.5675675675675
1,85,2012-12-14,3991.6486486486488
1,87,2012-12-21,49683.91891891892
1,90,2012-12-28,85863.5945945946
1,91,2013-01-04,71909.4054054054
1,92,2013-01-11,139866.43243243243
1,93,2013-01-18,72282.18918918919
1,94,2013-01-25,68478.86486486487
1,95,2013-02-01,132180.51351351352
1,96,2013-02-08,42693.05405405405
1,97,2013-02-15,40198.21621621621
1,98,2013-02-22,12350.378378378378
1,99,2013-03-01,2914.5945945945946
1,1,2013-03-08,16493.972972972973
1,2,2013-03-15,49216.72972972973
1,3,2013-03-22,9525.18918918919
1,4,2013-03-29,41102.21621621621
1,5,2013-04-05,19736.756756756757
1,6,2013-04-12,3505.837837837838
1,7,2013-04-19,33092.13513513513
1,8,2013-04-26,37132.67567567567
1,9,2013-05-03,32378.108108108107
1,10,2013-05-10,36622.02702702703
1,11,2013-05-17,32415.162162162163
1,12,2013-05-24,11295.702702702703
1,13,2013-05-31,39401.86486486487
1,14,2013-06-07,16006.864864864865
1,16,2013-06-14,45055.83783783784
1,17,2013-06-21,7629.945945945946
1,19,2013-06-28,1261.027027027027
1,20,2013-07-05,4754.864864864865
1,21,2013-07-12,7718.540540540541
1,22,2013-07-19,6558.1621621621625
1,23,2013-07-26,21898.0
1,24,2012-11-02,3945.864864864865
1,25,2012-11-09,11539.405405405405
1,26,2012-11-16,5193.351351351352
1,27,2012-11-23,962.7027027027027
1,28,2012-11-30,374.0
1,29,2012-12-07,4554.351351351352
1,30,2012-12-14,4107.351351351352
1,31,2012-12-21,1363.7567567567567
1,32,2012-12-28,7787.756756756757
1,33,2013-01-04,4958.648648648648
1,34,2013-01-11,15043.162162162162
1,35,2013-01-18,2924.054054054054
1,36,2013-01-25,3880.162162162162
1,37,2013-02-01,2870.027027027027
1,38,2013-02-08,74189.13513513513
1,40,2013-02-15,58050.40540540541
1,41,2013-02-22,398.6756756756757
1,42,2013-03-01,8059.945945945946
1,44,2013-03-08,4543.405405405405
1,46,2013-03-15,21740.567567567567
1,48,2013-03-22,994.918918918919
1,49,2013-03-29,9512.351351351352
1,52,2013-04-05,2087.027027027027
1,54,2013-04-12,33.21621621621622
1,55,2013-04-19,9657.972972972973
1,56,2013-04-26,5408.108108108108
1,58,2013-05-03,2845.891891891892
1,59,2013-05-10,198.97297297297297
1,60,2013-05-17,1023.3243243243244
1,67,2013-05-24,8017.27027027027
1,71,2013-05-31,2474.4324324324325
1,72,2013-06-07,39682.13513513513
1,74,2013-06-14,12691.702702702703
1,79,2013-06-21,38237.62162162162
1,80,2013-06-28,19646.864864864863
1,81,2013-07-05,32022.162162162163
1,82,2013-07-12,21247.756756756757
1,83,2013-07-19,5290.648648648648
1,85,2013-07-26,3556.837837837838
1,87,2012-11-02,50263.97297297297
1,90,2012-11-09,90329.08108108108
1,91,2012-11-16,61425.78378378379
1,92,2012-11-23,140923.0810810811
1,93,2012-11-30,75527.83783783784
1,94,2012-12-07,63085.0
1,95,2012-12-14,128985.0
1,96,2012-12-21,42640.05405405405
1,97,2012-12-28,38222.89189189189
1,98,2013-01-04,11816.918918918918
1,99,2013-01-11,421.6756756756757
1,1,2013-01-18,16799.324324324323
1,2,2013-01-25,48857.35135135135
1,3,2013-02-01,8372.405405405405
1,4,2013-02-08,38689.97297297297
1,5,2013-02-15,20336.162162162163
1,6,2013-02-22,4222.2972972972975
1,7,2013-03-01,28174.216216216217
1,8,2013-03-08,35785.27027027027
1,9,2013-03-15,29957.91891891892
1,10,2013-03-22,34275.62162162162
1,11,2013-03-29,27641.37837837838
1,12,2013-04-05,11673.18918918919
1,13,2013-04-12,38341.89189189189
1,14,2013-04-19,14761.324324324325
1,16,2013-04-26,35451.10810810811
1,17,2013-05-03,9030.45945945946
1,18,2013-05-10,1.837837837837838
1,19,2013-05-17,1026.1891891891892
1,20,2013-05-24,4614.7027027027025
1,21,2013-05-31,7337.216216216216
1,22,2013-06-07,6152.459459459459
1,23,2013-06-14,21337.837837837837
1,24,2013-06-21,4517.5675675675675
1,25,2013-06-28,11253.27027027027
1,26,2013-07-05,5097.324324324324
1,27,2013-07-12,1070.2972972972973
1,28,2013-07-19,464.5945945945946
1,29,2013-07-26,3804.135135135135
1,30,2012-11-02,3802.054054054054
1,31,2012-11-09,1413.945945945946
1,32,2012-11-16,8079.540540540541
1,33,2012-11-23,4984.1621621621625
1,34,2012-11-30,14288.405405405405
1,35,2012-12-07,2991.5675675675675
1,36,2012-12-14,2720.7027027027025
1,37,2012-12-21,2808.972972972973
1,38,2012-12-28,74333.45945945945
1,40,2013-01-04,57164.54054054054
1,41,2013-01-11,600.0
1,42,2013-01-18,8273.297297297297
1,44,2013-01-25,4635.378378378378
1,46,2013-02-01,21110.513513513513
1,48,2013-02-08,1005.7837837837837
1,49,2013-02-15,10246.702702702703
1,52,2013-02-22,1906.6486486486488
1,54,2013-03-01,39.108108108108105
1,55,2013-03-08,9603.243243243243
1,56,2013-03-15,5688.108108108108
1,58,2013-03-22,2978.4594594594596
1,59,2013-03-29,210.02702702702703
1,60,2013-04-05,1044.5405405405406
1,67,2013-04-12,7206.810810810811
1,71,2013-04-19,2196.5945945945946
1,72,2013-04-26,39241.02702702703
1,74,2013-05-03,12453.837837837838
1,79,2013-05-10,36816.10810810811
1,80,2013-05-17,18750.945945945947
1,81,2013-05-24,30782.486486486487
1,82,2013-05-31,20161.35135135135
1,83,2013-06-07,5180.5675675675675
1,85,2013-06-14,3169.7297297297296
1,87,2013-06-21,48023.75675675676
1,90,2013-06-28,88247.72972972973
1,91,2013-07-05,67808.54054054055
1,92,2013-07-12,134007.1081081081
1,93,2013-07-19,76002.05405405405
1,94,2013-07-26,64077.64864864865
1,95,2012-11-02,125893.5945945946
1,96,2012-11-09,38496.51351351351
1,97,2012-11-16,36798.37837837838
1,98,2012-11-23,11854.243243243243
1,99,2012-11-30,136.75675675675674
1,1,2012-12-07,17219.72972972973
1,2,2012-12-14,49360.67567567567
1,3,2012-12-21,8681.72972972973
1,4,2012-12-28,40630.48648648649
1,5,2013-01-04,20458.432432432433
1,6,2013-01-11,3530.4054054054054
1,7,2013-01-18,27181.837837837837
1,8,2013-01-25,40362.08108108108
1,9,2013-02-01,30457.891891891893
1,10,2013-02-08,34898.45945945946
1,11,2013-02-15,29107.243243243243
1,12,2013-02-22,12382.0
1,13,2013-03-01,42356.83783783784
1,14,2013-03-08,16275.324324324325
1,16,2013-03-15,34929.10810810811
1,17,2013-03-22,8711.351351351352
1,19,2013-03-29,989.4594594594595
1,20,2013-04-05,4788.243243243243
1,21,2013-04-12,7872.0
1,22,2013-04-19,6607.810810810811
1,23,2013-04-26,22609.108108108107
1,24,2013-05-03,5610.945945945946
1,25,2013-05-10,12026.783783783783
1,26,2013-05-17,5139.7027027027025
1,27,2013-05-24,1039.7027027027027
1,28,2013-05-31,390.81081081081084
1,29,2013-06-07,3957.945945945946
1,30,2013-06-14,3344.0810810810813
1,31,2013-06-21,1300.1891891891892
1,32,2013-06-28,9149.324324324325
1,33,2013-07-05,8902.567567567568
1,34,2013-07-12,14320.324324324325
1,35,2013-07-19,2517.7027027027025
1,36,2013-07-26,2644.945945945946
1,37,2012-11-02,3013.9189189189187
1,38,2012-11-09,75060.91891891892
1,40,2012-11-16,58783.05405405405
1,41,2012-11-23,498.27027027027026
1,42,2012-11-30,8774.027027027027
1,44,2012-12-07,4915.5675675675675
1,46,2012-12-14,21376.405405405407
1,48,2012-12-21,1237.054054054054
1,49,2012-12-28,10208.891891891892
1,52,2013-01-04,2101.837837837838
1,55,2013-01-11,9208.567567567568
1,56,2013-01-18,4958.027027027027
1,58,2013-01-25,3224.189189189189
1,59,2013-02-01,166.59459459459458
1,60,2013-02-08,1006.0
1,67,2013-02-15,11376.864864864865
1,71,2013-02-22,2809.2702702702704
1,72,2013-03-01,40200.51351351351
1,74,2013-03-08,13438.702702702703
1,79,2013-03-15,42460.91891891892
1,80,2013-03-22,19428.81081081081
1,81,2013-03-29,34225.91891891892
1,82,2013-04-05,21431.37837837838
1,83,2013-04-12,5676.594594594595
1,85,2013-04-19,3169.810810810811
1,87,2013-04-26,59335.13513513513
1,90,2013-05-03,89087.48648648648
1,91,2013-05-10,72857.97297297297
1,92,2013-05-17,144583.1891891892
1,93,2013-05-24,77284.64864864865
1,94,2013-05-31,69384.21621621621
1,95,2013-06-07,131543.97297297296
1,96,2013-06-14,44479.67567567567
1,97,2013-06-21,38762.59459459459
1,98,2013-06-28,12431.351351351352
1,99,2013-07-05,380.81081081081084
1,1,2013-07-12,16812.64864864865
1,2,2013-07-19,49866.56756756757
1,3,2013-07-26,8439.351351351352
1,4,2012-11-02,40780.7027027027
1,5,2012-11-09,19684.675675675677
1,6,2012-11-16,2912.3783783783783
1,7,2012-11-23,26637.08108108108
1,8,2012-11-30,40224.83783783784
1,9,2012-12-07,30470.891891891893
1,10,2012-12-14,35410.10810810811
1,11,2012-12-21,29602.891891891893
1,12,2012-12-28,12540.54054054054
1,13,2013-01-04,42439.78378378379
1,14,2013-01-11,16726.324324324323
1,16,2013-01-18,33880.94594594595
1,17,2013-01-25,7647.1621621621625
1,19,2013-02-01,974.6486486486486
1,20,2013-02-08,4822.135135135135
1,21,2013-02-15,7738.918918918919
1,22,2013-02-22,6678.810810810811
1,23,2013-03-01,22897.297297297297
1,24,2013-03-08,5624.216216216216
1,25,2013-03-15,12048.486486486487
1,26,2013-03-22,5196.918918918919
1,27,2013-03-29,1054.945945945946
1,28,2013-04-05,365.8918918918919
1,29,2013-04-12,3998.324324324324
1,30,2013-04-19,3240.7837837837837
1,31,2013-04-26,1260.5945945945946
1,32,2013-05-03,7269.972972972973
1,33,2013-05-10,6144.756756756757
1,34,2013-05-17,13787.108108108108
1,35,2013-05-24,2583.4864864864867
1,36,2013-05-31,2788.2702702702704
1,37,2013-06-07,3000.4324324324325
1,38,2013-06-14,73591.13513513513
1,40,2013-06-21,59272.45945945946
1,41,2013-06-28,521.3513513513514
1,42,2013-07-05,9167.0
1,44,2013-07-12,4736.2972972972975
1,46,2013-07-19,21068.054054054053
1,48,2013-07-26,1122.918918918919
1,49,2012-11-02,10064.27027027027
1,52,2012-11-09,2144.5675675675675
1,55,2012-11-16,9245.18918918919
1,56,2012-11-23,2152.5135135135133
1,58,2012-11-30,3443.810810810811
1,59,2012-12-07,176.51351351351352
1,60,2012-12-14,946.3783783783783
1,67,2012-12-21,11484.45945945946
1,71,2012-12-28,2573.5135135135133
1,72,2013-01-04,38009.37837837838
1,74,2013-01-11,13374.837837837838
1,79,2013-01-18,43952.43243243243
1,80,2013-01-25,19390.0
1,81,2013-02-01,34079.43243243243
1,82,2013-02-08,21472.135135135137
1,83,2013-02-15,5784.7027027027025
1,85,2013-02-22,3085.9189189189187
1,87,2013-03-01,59764.2972972973
1,90,2013-03-08,91052.16216216216
1,91,2013-03-15,71827.45945945945
1,92,2013-03-22,142500.7027027027
1,93,2013-03-29,78349.02702702703
1,94,2013-04-05,67402.27027027027
1,95,2013-04-12,128133.75675675676
1,96,2013-04-19,43688.94594594595
1,97,2013-04-26,38521.89189189189
1,98,2013-05-03,11746.081081081082
1,1,2013-05-10,16053.945945945947
1,2,2013-05-17,45914.16216216216
1,3,2013-05-24,8199.891891891892
1,4,2013-05-31,38379.45945945946
1,5,2013-06-07,18441.054054054053
1,6,2013-06-14,2282.189189189189
1,7,2013-06-21,24947.64864864865
1,8,2013-06-28,39041.72972972973
1,9,2013-07-05,26637.08108108108
1,10,2013-07-12,31138.486486486487
1,11,2013-07-19,34056.54054054054
1,12,2013-07-26,11159.27027027027
1,13,2012-11-02,41199.10810810811
1,14,2012-11-09,13822.135135135135
1,16,2012-11-16,33156.24324324324
1,17,2012-11-23,7782.72972972973
1,19,2012-11-30,891.972972972973
1,20,2012-12-07,4820.972972972973
1,21,2012-12-14,7391.351351351352
1,22,2012-12-21,6292.351351351352
1,23,2012-12-28,22093.324324324323
1,24,2013-01-04,5591.054054054054
1,25,2013-01-11,11039.243243243243
1,26,2013-01-18,5213.2972972972975
1,27,2013-01-25,1053.3513513513512
1,28,2013-02-01,331.56756756756755
1,29,2013-02-08,3778.4324324324325
1,30,2013-02-15,3175.945945945946
1,31,2013-02-22,1244.3243243243244
1,32,2013-03-01,5863.378378378378
1,33,2013-03-08,4836.135135135135
1,34,2013-03-15,11789.567567567568
1,35,2013-03-22,2460.5945945945946
1,36,2013-03-29,2876.4594594594596
1,37,2013-04-05,2772.5135135135133
1,38,2013-04-12,73069.2972972973
1,40,2013-04-19,55772.13513513513
1,41,2013-04-26,409.05405405405406
1,42,2013-05-03,8123.0
1,44,2013-05-10,4192.783783783784
1,46,2013-05-17,20351.675675675677
1,48,2013-05-24,935.027027027027
1,49,2013-05-31,10227.594594594595
1,52,2013-06-07,1804.054054054054
1,55,2013-06-14,8401.513513513513
1,56,2013-06-21,2130.027027027027
1,58,2013-06-28,2977.6216216216217
1,59,2013-07-05,139.83783783783784
1,60,2013-07-12,839.7297297297297
1,67,2013-07-19,6077.8378378378375
1,71,2013-07-26,2486.108108108108
1,72,2012-11-02,37128.72972972973
1,74,2012-11-09,11637.621621621622
1,79,2012-11-16,34795.43243243243
1,80,2012-11-23,19722.62162162162
1,81,2012-11-30,31183.243243243243
1,82,2012-12-07,21286.432432432433
1,83,2012-12-14,5855.1621621621625
1,85,2012-12-21,2849.675675675676
1,87,2012-12-28,53622.43243243243
1,90,2013-01-04,86916.86486486487
1,91,2013-01-11,70193.78378378379
1,92,2013-01-18,138105.8108108108
1,93,2013-01-25,78053.7027027027
1,94,2013-02-01,66261.37837837837
1,95,2013-02-08,129111.7027027027
1,96,2013-02-15,39127.40540540541
1,97,2013-02-22,34990.40540540541
1,98,2013-03-01,10848.297297297297
1,1,2013-03-08,17132.243243243243
1,2,2013-03-15,49365.89189189189
1,3,2013-03-22,9477.162162162162
1,4,2013-03-29,39805.45945945946
1,5,2013-04-05,20014.864864864863
1,6,2013-04-12,3695.6486486486488
1,7,2013-04-19,24933.297297297297
1,8,2013-04-26,39762.27027027027
1,9,2013-05-03,29866.91891891892
1,10,2013-05-10,34784.54054054054
1,11,2013-05-17,28898.891891891893
1,12,2013-05-24,12522.918918918918
1,13,2013-05-31,42473.89189189189
1,14,2013-06-07,16358.72972972973
1,16,2013-06-14,34471.83783783784
1,17,2013-06-21,7840.7027027027025
1,18,2013-06-28,51.67567567567568
1,19,2013-07-05,946.6486486486486
1,20,2013-07-12,4845.7027027027025
1,21,2013-07-19,8003.027027027027
1,22,2013-07-26,6647.351351351352
1,23,2012-11-02,20489.675675675677
1,24,2012-11-09,5602.756756756757
1,25,2012-11-16,10185.918918918918
1,26,2012-11-23,5195.216216216216
1,27,2012-11-30,1051.1351351351352
1,28,2012-12-07,346.56756756756755
1,29,2012-12-14,4140.7027027027025
1,30,2012-12-21,3264.837837837838
1,31,2012-12-28,1473.6756756756756
1,32,2013-01-04,8018.648648648648
1,33,2013-01-11,7697.7027027027025
1,34,2013-01-18,13939.972972972973
1,35,2013-01-25,2499.4324324324325
1,36,2013-02-01,2677.4324324324325
1,37,2013-02-08,3043.2702702702704
1,38,2013-02-15,75845.8918918919
1,40,2013-02-22,58913.62162162162
1,41,2013-03-01,551.027027027027
1,42,2013-03-08,8831.972972972973
1,44,2013-03-15,4994.054054054054
1,46,2013-03-22,20028.62162162162
1,49,2013-03-29,10141.0
1,52,2013-04-05,3207.324324324324
1,54,2013-04-12,69.4054054054054
1,55,2013-04-19,9307.18918918919
1,56,2013-04-26,2167.0
1,58,2013-05-03,3331.6486486486488
1,59,2013-05-10,182.1891891891892
1,60,2013-05-17,975.5675675675676
1,67,2013-05-24,5920.864864864865
1,71,2013-05-31,2795.864864864865
1,72,2013-06-07,37925.51351351351
1,74,2013-06-14,13294.216216216217
1,79,2013-06-21,42372.27027027027
1,80,2013-06-28,19468.405405405407
1,81,2013-07-05,34301.7027027027
1,82,2013-07-12,21464.81081081081
1,83,2013-07-19,5490.972972972973
1,85,2013-07-26,3138.162162162162
1,87,2012-11-02,59349.59459459459
1,90,2012-11-09,86809.21621621621
1,91,2012-11-16,66480.32432432432
1,92,2012-11-23,139515.48648648648
1,93,2012-11-30,71328.02702702703
1,94,2012-12-07,66087.72972972973
1,95,2012-12-14,128950.78378378379
1,96,2012-12-21,45159.45945945946
1,97,2012-12-28,38776.62162162162
1,98,2013-01-04,12877.054054054053
1,99,2013-01-11,2536.6216216216217
1,1,2013-01-18,16506.35135135135
1,2,2013-01-25,48760.16216216216
1,3,2013-02-01,23922.675675675677
1,4,2013-02-08,39204.0
1,5,2013-02-15,19248.594594594593
1,6,2013-02-22,3114.324324324324
1,7,2013-03-01,17679.756756756757
1,8,2013-03-08,36142.24324324324
1,9,2013-03-15,23889.783783783783
1,10,2013-03-22,35088.05405405405
1,11,2013-03-29,32339.297297297297
1,12,2013-04-05,11913.756756756757
1,13,2013-04-12,38945.32432432433
1,14,2013-04-19,15283.837837837838
1,16,2013-04-26,28777.486486486487
1,17,2013-05-03,8217.621621621622
1,19,2013-05-10,941.5135135135135
1,20,2013-05-17,4420.621621621622
1,21,2013-05-24,7275.648648648648
1,22,2013-05-31,6103.108108108108
1,23,2013-06-07,20118.027027027027
1,24,2013-06-14,4443.243243243243
1,25,2013-06-21,9335.378378378378
1,26,2013-06-28,4802.324324324324
1,27,2013-07-05,965.5675675675676
1,28,2013-07-12,340.13513513513516
1,29,2013-07-19,3720.675675675676
1,30,2013-07-26,3327.3783783783783
1,31,2012-11-02,2342.4594594594596
1,32,2012-11-09,5781.864864864865
1,33,2012-11-16,4723.7027027027025
1,34,2012-11-23,11144.324324324325
1,35,2012-11-30,2331.2972972972975
1,36,2012-12-07,1664.918918918919
1,37,2012-12-14,2876.891891891892
1,38,2012-12-21,72244.83783783784
1,40,2012-12-28,56779.18918918919
1,41,2013-01-04,629.8648648648649
1,42,2013-01-11,8371.243243243243
1,44,2013-01-18,4135.72972972973
1,46,2013-01-25,18424.837837837837
1,48,2013-02-01,870.0
1,49,2013-02-08,10754.513513513513
1,52,2013-02-15,1829.8918918918919
1,54,2013-02-22,49.027027027027025
1,55,2013-03-01,9303.702702702703
1,56,2013-03-08,1571.2432432432433
1,58,2013-03-15,3877.108108108108
1,59,2013-03-22,193.78378378378378
1,60,2013-03-29,943.0540540540541
1,67,2013-04-05,6026.72972972973
1,71,2013-04-12,2623.2162162162163
1,72,2013-04-19,34573.40540540541
1,74,2013-04-26,13733.324324324325
1,79,2013-05-03,36493.51351351351
1,80,2013-05-10,19013.432432432433
1,81,2013-05-17,32649.027027027027
1,82,2013-05-24,20330.62162162162
1,83,2013-05-31,5570.0
1,85,2013-06-07,3080.3783783783783
1,87,2013-06-14,48751.16216216216
1,90,2013-06-21,90745.86486486487
1,91,2013-06-28,68670.05405405405
1,92,2013-07-05,138977.94594594595
1,93,2013-07-12,75877.48648648648
1,94,2013-07-19,64584.10810810811
1,95,2013-07-26,128707.4054054054
1,96,2012-11-02,42627.05405405405
1,97,2012-11-09,39541.94594594595
1,98,2012-11-16,11018.378378378378
1,1,2012-11-23,16753.675675675677
1,2,2012-11-30,48623.59459459459
1,3,2012-12-07,41925.35135135135
1,4,2012-12-14,39417.02702702703
1,5,2012-12-21,19262.945945945947
1,6,2012-12-28,3800.9189189189187
1,7,2013-01-04,18674.37837837838
1,8,2013-01-11,34696.05405405405
1,9,2013-01-18,25994.405405405407
1,10,2013-01-25,35007.45945945946
1,11,2013-02-01,27381.702702702703
1,12,2013-02-08,11807.891891891892
1,13,2013-02-15,38586.35135135135
1,14,2013-02-22,13834.567567567568
1,16,2013-03-01,23833.08108108108
1,17,2013-03-08,7994.2972972972975
1,19,2013-03-15,977.2162162162163
1,20,2013-03-22,4464.8378378378375
1,21,2013-03-29,7477.648648648648
1,22,2013-04-05,6898.378378378378
1,23,2013-04-12,18528.72972972973
1,24,2013-04-19,4321.324324324324
1,25,2013-04-26,9192.27027027027
1,26,2013-05-03,4698.72972972973
1,27,2013-05-10,929.5405405405405
1,28,2013-05-17,345.13513513513516
1,29,2013-05-24,3508.6486486486488
1,30,2013-05-31,3324.162162162162
1,31,2013-06-07,3750.5675675675675
1,32,2013-06-14,5842.027027027027
1,33,2013-06-21,4961.783783783784
1,34,2013-06-28,9767.513513513513
1,35,2013-07-05,2348.189189189189
1,36,2013-07-12,1573.5405405405406
1,37,2013-07-19,2928.2162162162163
1,38,2013-07-26,71349.8918918919
1,40,2012-11-02,56679.35135135135
1,41,2012-11-09,716.918918918919
1,42,2012-11-16,8241.567567567568
1,44,2012-11-23,4285.891891891892
1,46,2012-11-30,18422.162162162163
1,48,2012-12-07,950.1351351351351
1,49,2012-12-14,11391.567567567568
1,52,2012-12-21,1870.4594594594594
1,55,2012-12-28,9427.18918918919
1,56,2013-01-04,1562.837837837838
1,58,2013-01-11,4228.378378378378
1,59,2013-01-18,220.75675675675674
1,60,2013-01-25,946.6756756756756
1,67,2013-02-01,5763.783783783784
1,71,2013-02-08,2472.0810810810813
1,72,2013-02-15,37428.18918918919
1,74,2013-02-22,13283.0
1,79,2013-03-01,35517.0
1,80,2013-03-08,18387.405405405407
1,81,2013-03-15,30089.45945945946
1,82,2013-03-22,19568.027027027027
1,83,2013-03-29,5199.378378378378
1,85,2013-04-05,3079.6486486486488
1,87,2013-04-12,48745.86486486487
1,90,2013-04-19,88958.83783783784
1,91,2013-04-26,64216.91891891892
1,92,2013-05-03,131771.02702702704
1,93,2013-05-10,74945.91891891892
1,94,2013-05-17,63822.21621621621
1,95,2013-05-24,126122.0
1,96,2013-05-31,36685.81081081081
1,97,2013-06-07,36583.35135135135
1,98,2013-06-14,11633.675675675675
1,99,2013-06-21,73.37837837837837
1,1,2013-06-28,16148.081081081082
1,2,2013-07-05,47050.05405405405
1,3,2013-07-12,19010.027027027027
1,4,2013-07-19,37884.83783783784
1,5,2013-07-26,18329.35135135135
1,6,2012-11-02,3085.6486486486488
1,7,2012-11-09,22039.162162162163
1,8,2012-11-16,35789.10810810811
1,9,2012-11-23,26461.405405405407
1,10,2012-11-30,31851.432432432433
1,11,2012-12-07,30926.027027027027
1,12,2012-12-14,10526.72972972973
1,13,2012-12-21,38110.2972972973
1,14,2012-12-28,12571.486486486487
1,16,2013-01-04,20961.216216216217
1,17,2013-01-11,8172.027027027027
1,19,2013-01-18,1096.3243243243244
1,20,2013-01-25,4422.324324324324
1,21,2013-02-01,7195.8378378378375
1,22,2013-02-08,7330.054054054054
1,23,2013-02-15,18907.108108108107
1,24,2013-02-22,5664.351351351352
1,25,2013-03-01,9122.216216216217
1,26,2013-03-08,4660.594594594595
1,27,2013-03-15,964.081081081081
1,28,2013-03-22,325.4054054054054
1,29,2013-03-29,4474.783783783784
1,30,2013-04-05,3665.0
1,31,2013-04-12,3154.0
1,32,2013-04-19,5034.1621621621625
1,33,2013-04-26,5225.108108108108
1,34,2013-05-03,9901.594594594595
1,35,2013-05-10,2173.5675675675675
1,36,2013-05-17,1098.8648648648648
1,37,2013-05-24,2748.2972972972975
1,38,2013-05-31,69957.27027027027
1,40,2013-06-07,55759.21621621621
1,41,2013-06-14,731.3513513513514
1,42,2013-06-21,7844.513513513513
1,44,2013-06-28,3985.5135135135133
1,46,2013-07-05,17758.027027027027
1,48,2013-07-12,1308.7837837837837
1,49,2013-07-19,10800.351351351352
1,52,2013-07-26,1788.6486486486488
1,55,2012-11-02,9182.486486486487
1,56,2012-11-09,1539.5405405405406
1,58,2012-11-23,4295.108108108108
1,59,2012-11-30,176.1891891891892
1,60,2012-12-07,810.2432432432432
1,67,2012-12-14,5905.972972972973
1,71,2012-12-21,2482.9189189189187
1,72,2012-12-28,37847.78378378379
1,74,2013-01-25,13107.243243243243
1,79,2013-02-01,30511.08108108108
1,80,2013-02-08,18981.45945945946
1,81,2013-02-15,29686.81081081081
1,82,2013-03-29,18831.486486486487
1,83,2013-04-05,5595.108108108108
1,85,2013-04-12,3103.810810810811
1,87,2013-04-19,49883.56756756757
1,90,2013-04-26,85086.56756756757
1,91,2013-05-10,62457.45945945946
1,92,2013-05-17,134374.94594594595
1,93,2013-05-24,72293.0
1,94,2013-05-31,61544.59459459459
1,95,2013-06-07,117134.21621621621
1,96,2013-06-14,35431.0
1,97,2013-07-05,33385.78378378379
1,98,2013-07-19,10376.243243243243
1,99,2013-07-26,22.864864864864863
2,1,2012-11-02,55716.16216216216
2,2,2012-11-09,62634.67567567567
2,3,2012-11-16,11643.324324324325
2,4,2012-11-23,44724.89189189189
2,5,2012-11-30,34883.89189189189
2,6,2012-12-07,5848.027027027027
2,7,2012-12-14,48794.2972972973
2,8,2012-12-21,60343.97297297297
2,9,2012-12-28,33788.94594594595
2,10,2013-01-04,35938.16216216216
2,11,2013-01-11,24865.64864864865
2,12,2013-01-18,7628.351351351352
2,13,2013-01-25,44468.0
2,14,2013-02-01,19980.027027027027
2,16,2013-02-08,6709.864864864865
2,17,2013-02-15,13321.378378378378
2,18,2013-02-22,22334.675675675677
2,19,2013-03-01,3850.4594594594596
2,20,2013-03-08,4579.378378378378
2,21,2013-03-15,9011.54054054054
2,22,2013-03-22,15209.135135135135
2,23,2013-03-29,31504.567567567567
2,24,2013-04-05,8779.486486486487
2,25,2013-04-12,15156.81081081081
2,26,2013-04-19,12604.513513513513
2,27,2013-04-26,2456.5405405405404
2,28,2013-05-03,964.7837837837837
2,29,2013-05-10,6821.810810810811
2,30,2013-05-17,3729.2702702702704
2,31,2013-05-24,3637.972972972973
2,32,2013-05-31,9041.243243243243
2,33,2013-06-07,7569.675675675676
